date,ftse100,sp500_usd,fx
4/18/2000,6074,1441.61,0.634356762243086
4/19/2000,6184.9,1427.47,0.633834062242505
4/20/2000,6241.2,1434.54,0.632871337257136
4/25/2000,6283,1477.44,0.633432571102806
4/26/2000,6256.5,1460.99,0.633111744222855
4/27/2000,6179.3,1464.92,0.63500127000254
4/28/2000,6327.4,1452.43,0.6426735218509
5/2/2000,6373.4,1446.29,0.64143681847338
5/3/2000,6184.8,1415.1,0.640820249919898
5/4/2000,6199.6,1409.57,0.647878198898607
5/5/2000,6238.8,1432.63,0.65410779696494
5/8/2000,6216.3,1424.17,0.653167864141084
5/9/2000,6123.8,1412.14,0.652954619653934
5/10/2000,6100.6,1383.05,0.659935326338019
5/11/2000,6245.9,1407.81,0.666800026672001
5/12/2000,6283.5,1420.96,0.659108884787767
5/15/2000,6247.7,1452.36,0.66334991708126
5/16/2000,6318.4,1466.04,0.666311300639659
5/17/2000,6196.2,1447.8,0.670915800067092
5/18/2000,6232.9,1437.21,0.674854906195168
5/19/2000,6045.4,1406.95,0.673174015483002
5/22/2000,6035.5,1400.72,0.670825786543235
5/23/2000,6086.8,1373.86,0.678978815860945
5/24/2000,6118.6,1399.05,0.677736360555744
5/25/2000,6231.1,1381.52,0.680040802448147
5/26/2000,6216.9,1378.02,0.672268907563025
5/30/2000,6359.6,1422.45,0.668896321070234
5/31/2000,6359.3,1420.6,0.668091929449492
6/1/2000,6470.5,1448.81,0.670465973851827
6/2/2000,6626.4,1477.26,0.663173950527223
6/5/2000,6546.7,1467.63,0.660720185001652
6/6/2000,6546.8,1457.84,0.656383327863472
6/7/2000,6503.8,1471.36,0.656814449917898
6/8/2000,6496.6,1461.67,0.664010624169987
6/9/2000,6443.8,1456.95,0.663173950527223
6/12/2000,6430.9,1446,0.661375661375661
6/13/2000,6447.1,1469.44,0.660938532716457
6/14/2000,6536.3,1470.54,0.665646009452173
6/15/2000,6490.8,1478.73,0.662120108587698
6/16/2000,6526,1464.46,0.659413122321134
6/19/2000,6490.2,1486,0.659891777748449
6/20/2000,6526.9,1475.95,0.662251655629139
6/21/2000,6477.8,1479.13,0.668002672010688
6/22/2000,6413.8,1452.18,0.661813368630046
6/23/2000,6391.5,1441.48,0.666222518321119
6/26/2000,6405.2,1455.31,0.66711140760507
6/27/2000,6375.3,1450.55,0.666666666666667
6/28/2000,6313.5,1454.82,0.661944793804197
6/29/2000,6239,1442.39,0.658154534684744
6/30/2000,6312.7,1454.6,0.660938532716457
7/3/2000,6470.4,1469.54,0.660720185001652
7/5/2000,6382.5,1446.23,0.661375661375661
7/6/2000,6419.6,1456.67,0.661375661375661
7/7/2000,6497.5,1478.9,0.660371128574259
7/10/2000,6466.2,1475.62,0.66063288630508
7/11/2000,6475.8,1480.88,0.660501981505945
7/12/2000,6518.5,1492.92,0.663658083355455
7/13/2000,6475.7,1495.84,0.66711140760507
7/14/2000,6475.4,1509.98,0.66711140760507
7/17/2000,6525.5,1510.49,0.670241286863271
7/18/2000,6450.5,1493.74,0.669120107059217
7/19/2000,6465.4,1481.96,0.669254450542096
7/20/2000,6469,1495.57,0.662514906585398
7/21/2000,6378.4,1480.19,0.659326168655634
7/24/2000,6381.3,1464.29,0.660501981505945
7/25/2000,6390.7,1474.47,0.65832784726794
7/26/2000,6387.1,1452.42,0.659891777748449
7/27/2000,6352.1,1449.62,0.661550674781688
7/28/2000,6335.7,1419.89,0.665557404326123
7/31/2000,6365.3,1430.83,0.667423079490089
8/1/2000,6379.3,1438.1,0.667022411953042
8/2/2000,6391,1438.7,0.66997186118183
8/3/2000,6317.1,1452.56,0.669030574697264
8/4/2000,6363.5,1462.93,0.665690320862735
8/7/2000,6387.8,1479.32,0.6635700066357
8/8/2000,6358.1,1482.8,0.665690320862735
8/9/2000,6414,1472.87,0.667022411953042
8/10/2000,6387.3,1460.25,0.667556742323098
8/11/2000,6384.5,1471.84,0.664893617021277
8/14/2000,6419.9,1491.56,0.664010624169987
8/15/2000,6475.5,1484.43,0.664187035069075
8/16/2000,6532,1479.85,0.667200427008273
8/17/2000,6518.2,1496.07,0.667022411953042
8/18/2000,6543.7,1491.72,0.671366230278617
8/21/2000,6542.2,1499.48,0.671140939597316
8/22/2000,6584.8,1498.13,0.675812664729337
8/23/2000,6566.2,1505.97,0.67508269763046
8/24/2000,6557,1508.31,0.675401864109145
8/25/2000,6563.7,1506.45,0.678195998643608
8/29/2000,6586.3,1509.84,0.684181718664477
8/30/2000,6615.1,1502.59,0.686813186813187
8/31/2000,6672.7,1517.68,0.688942473303479
9/1/2000,6795,1520.77,0.684697021567956
9/5/2000,6752.5,1507.08,0.688610384244594
9/6/2000,6694.7,1492.25,0.691802144586648
9/7/2000,6689.2,1502.51,0.695410292072323
9/8/2000,6600.7,1494.5,0.704423781346858
9/11/2000,6582,1489.26,0.708064858741061
9/12/2000,6555.5,1481.99,0.713266761768902
9/13/2000,6478.2,1484.91,0.707964601769912
9/14/2000,6555.5,1480.87,0.711237553342817
9/15/2000,6417.3,1465.81,0.714030703320243
9/18/2000,6410.2,1444.51,0.713521227256511
9/19/2000,6403.5,1459.9,0.710227272727273
9/20/2000,6279.9,1451.34,0.708867937903169
9/21/2000,6199.2,1449.05,0.700280112044818
9/22/2000,6205.9,1448.72,0.686436024162548
9/25/2000,6257.1,1439.03,0.687757909215956
9/26/2000,6213.2,1427.21,0.684931506849315
9/27/2000,6269.3,1426.57,0.684603272403642
9/28/2000,6264.1,1458.29,0.683293474547318
9/29/2000,6294.2,1436.51,0.676269696354906
10/2/2000,6284.5,1436.23,0.681431005110733
10/3/2000,6345,1426.46,0.686577411603158
10/4/2000,6334.9,1434.32,0.686907542244814
10/5/2000,6382,1408.99,0.689560060681285
10/6/2000,6391.2,1402.03,0.692281066112842
10/10/2000,6247.7,1387.02,0.690417011875173
10/11/2000,6117.6,1364.59,0.683994528043776
10/12/2000,6131.9,1329.78,0.678656260604004
10/13/2000,6209.6,1374.17,0.685072275125026
10/16/2000,6285.7,1374.62,0.691802144586648
10/17/2000,6203.2,1349.97,0.693192846249827
10/18/2000,6148.2,1342.13,0.691371681415929
10/19/2000,6218.9,1388.76,0.693385106087921
10/20/2000,6276.3,1396.93,0.692137320044297
10/23/2000,6315.9,1395.78,0.687285223367698
10/24/2000,6438.4,1398.13,0.690131124913734
10/25/2000,6367.8,1364.9,0.69759330310429
10/26/2000,6302.3,1364.44,0.698665548801789
10/27/2000,6366.5,1379.58,0.688847558035407
10/30/2000,6388.4,1398.66,0.688231245698555
10/31/2000,6438.4,1429.4,0.689417442261289
11/1/2000,6457.6,1421.22,0.691945751453086
11/2/2000,6392,1428.32,0.692520775623269
11/3/2000,6385.4,1426.69,0.690417011875173
11/6/2000,6431,1432.19,0.698324022346369
11/7/2000,6466.9,1431.87,0.698812019566737
11/8/2000,6477.4,1409.28,0.702444506883956
11/9/2000,6442.2,1400.14,0.702148574638394
11/10/2000,6400.2,1365.98,0.699056274030059
11/13/2000,6274.8,1351.26,0.695023630803447
11/14/2000,6412.9,1382.95,0.699007409478541
11/15/2000,6432.3,1389.81,0.701409833765869
11/16/2000,6430.4,1372.32,0.702839471464718
11/17/2000,6440.1,1367.72,0.702740688685875
11/20/2000,6345,1342.62,0.703135986499789
11/21/2000,6382.1,1347.35,0.706214689265537
11/22/2000,6221.4,1322.36,0.710378631810755
11/24/2000,6327.6,1341.77,0.714438808316068
11/27/2000,6374.7,1348.97,0.706464146944543
11/28/2000,6249.8,1336.09,0.705119165138909
11/29/2000,6164.9,1341.93,0.703779294813147
11/30/2000,6142.2,1314.95,0.703729767769177
12/1/2000,6170.4,1315.23,0.695748973770264
12/4/2000,6158.7,1324.97,0.688562969083523
12/5/2000,6299,1376.54,0.693962526023595
12/6/2000,6273.3,1351.46,0.696136442742778
12/7/2000,6231.4,1343.55,0.694444444444444
12/8/2000,6288.3,1369.89,0.692424871901399
12/11/2000,6370.3,1380.2,0.687096330905593
12/12/2000,6390.4,1371.18,0.69060773480663
12/13/2000,6403,1359.99,0.689179875947622
12/14/2000,6263.8,1340.93,0.681895669962496
12/15/2000,6175.8,1312.15,0.67736909842173
12/18/2000,6246.5,1322.74,0.681338148122913
12/19/2000,6295,1305.6,0.683994528043776
12/20/2000,6176.7,1264.74,0.678564158241162
12/21/2000,6115.5,1274.86,0.679948323927382
12/22/2000,6097.5,1305.95,0.676452682134885
12/27/2000,6218.2,1328.92,0.670600858369099
12/28/2000,6223.2,1334.22,0.670825786543235
12/29/2000,6222.5,1320.28,0.668672684720829
1/2/2001,6174.7,1283.27,0.667690458703345
1/3/2001,6039.9,1347.56,0.664672648720505
1/4/2001,6185.6,1333.34,0.669792364367046
1/5/2001,6198.1,1298.35,0.66711140760507
1/8/2001,6149.6,1295.86,0.668047297748681
1/9/2001,6088.1,1300.8,0.671140939597316
1/10/2001,6060.6,1313.27,0.670690811535882
1/11/2001,6114.9,1326.82,0.668225860340795
1/16/2001,6083.3,1326.65,0.681431005110733
1/17/2001,6197.4,1329.47,0.6792094002581
1/18/2001,6209.9,1347.97,0.677736360555744
1/19/2001,6209.3,1342.54,0.681059728938228
1/22/2001,6232,1342.9,0.68259385665529
1/23/2001,6214.7,1360.4,0.679578661230037
1/24/2001,6264.4,1364.3,0.684181718664477
1/25/2001,6255.6,1357.51,0.684697021567956
1/26/2001,6294.3,1354.95,0.685400959561343
1/29/2001,6317,1364.17,0.686341798215511
1/30/2001,6334.5,1373.73,0.684228532329798
1/31/2001,6297.5,1366.01,0.684322178881818
2/1/2001,6251.8,1373.47,0.676818950930626
2/2/2001,6256.4,1349.47,0.680642526545059
2/5/2001,6269.2,1354.31,0.677966101694915
2/6/2001,6293.4,1352.26,0.685635927322592
2/7/2001,6225.6,1340.89,0.683386865304449
2/8/2001,6206.1,1332.53,0.692520775623269
2/9/2001,6164.3,1314.76,0.690131124913734
2/12/2001,6241.4,1330.31,0.68903741473162
2/13/2001,6228.5,1318.8,0.689179875947622
2/14/2001,6176.2,1315.92,0.685965152970229
2/15/2001,6197.9,1326.61,0.690131124913734
2/16/2001,6088.3,1301.53,0.689417442261289
2/20/2001,5980.1,1278.94,0.692712662787476
2/21/2001,5972.4,1255.27,0.695168578380257
2/22/2001,6003.1,1252.82,0.692185228767218
2/23/2001,5943.7,1245.86,0.691085003455425
2/26/2001,5916.7,1267.65,0.692520775623269
2/27/2001,5941.2,1257.94,0.694203401596668
2/28/2001,5917.9,1239.94,0.692856647959537
3/1/2001,5908.6,1241.23,0.687143544286402
3/2/2001,5858.6,1234.18,0.67911714770798
3/5/2001,5931.3,1241.41,0.680874242527405
3/6/2001,6012,1253.8,0.682360968952576
3/7/2001,6001.8,1261.89,0.684369011771147
3/8/2001,6003.2,1264.74,0.681802686302584
3/9/2001,5917.3,1233.42,0.681431005110733
3/12/2001,5826.5,1180.16,0.681663258350375
3/13/2001,5720.7,1197.66,0.68903741473162
3/14/2001,5625.9,1166.71,0.689797889218459
3/15/2001,5729.2,1173.56,0.692712662787476
3/16/2001,5562.8,1150.53,0.701016473887136
3/19/2001,5551.6,1170.81,0.702395167521247
3/20/2001,5646.8,1142.62,0.700035001750088
3/21/2001,5540.7,1122.14,0.698812019566737
3/22/2001,5314.8,1117.58,0.703086549954299
3/23/2001,5402.3,1139.83,0.699692135460397
3/26/2001,5576.6,1152.69,0.69710700592541
3/27/2001,5728.1,1182.17,0.699790062981106
3/28/2001,5614,1153.29,0.696767001114827
3/29/2001,5588.4,1147.95,0.6992029086841
3/30/2001,5633.7,1160.33,0.704721634954193
4/2/2001,5618.5,1145.87,0.704225352112676
4/3/2001,5463.1,1106.46,0.699056274030059
4/4/2001,5535.7,1103.25,0.696864111498258
4/5/2001,5621.8,1151.44,0.700967334922193
4/6/2001,5601.5,1128.43,0.695265243690468
4/9/2001,5663.3,1137.59,0.691085003455425
4/10/2001,5803,1168.38,0.696378830083566
4/11/2001,5788.1,1165.89,0.697350069735007
4/12/2001,5766.6,1183.5,0.694878743659231
4/17/2001,5761.1,1191.81,0.69993700566949
4/18/2001,5890.2,1238.16,0.701409833765869
4/19/2001,5871.6,1253.69,0.69608798552137
4/20/2001,5879.8,1242.98,0.693096756307181
4/23/2001,5871.3,1224.36,0.695555400987689
4/24/2001,5840.3,1209.47,0.696136442742778
4/25/2001,5827.5,1228.75,0.694589150517469
4/26/2001,5868.3,1234.52,0.695507024620949
4/27/2001,5951.4,1253.05,0.696281854894862
4/30/2001,5966.9,1249.46,0.699007409478541
5/1/2001,5928,1266.44,0.697350069735007
5/2/2001,5904.2,1267.43,0.69710700592541
5/3/2001,5765.8,1248.58,0.698226504678118
5/4/2001,5870.3,1266.61,0.696281854894862
5/8/2001,5886.4,1261.2,0.69856793573175
5/9/2001,5893.7,1255.54,0.703779294813147
5/10/2001,5964,1255.18,0.704920344001128
5/11/2001,5896.8,1245.67,0.705367849333427
5/14/2001,5690.5,1248.92,0.705417607223476
5/15/2001,5842.9,1249.44,0.702444506883956
5/16/2001,5884,1284.99,0.699643181977192
5/17/2001,5904.5,1288.49,0.698812019566737
5/18/2001,5915,1291.96,0.697690643968464
5/21/2001,5941.6,1312.83,0.695410292072323
5/22/2001,5976.6,1309.38,0.700378204230284
5/23/2001,5897.4,1289.05,0.702000702000702
5/24/2001,5915.9,1293.17,0.709068992412962
5/25/2001,5889.8,1277.89,0.703878369817696
5/29/2001,5863.9,1267.93,0.704870656234581
5/30/2001,5796.9,1248.08,0.701705143498702
5/31/2001,5796.1,1255.82,0.705467372134039
6/1/2001,5809.6,1260.67,0.706214689265537
6/4/2001,5856.5,1267.11,0.708064858741061
6/5/2001,5922.5,1283.57,0.708566569829236
6/6/2001,5901.5,1270.03,0.719114051488566
6/7/2001,5948.3,1276.96,0.719424460431655
6/8/2001,5950.6,1264.96,0.72374610986466
6/11/2001,5860.5,1254.39,0.728332119446468
6/12/2001,5804,1255.85,0.72563674624483
6/13/2001,5820.2,1241.6,0.718958947444101
6/14/2001,5752.5,1219.87,0.714030703320243
6/15/2001,5723,1214.36,0.711439954467843
6/18/2001,5671.6,1208.43,0.712555223029785
6/19/2001,5680.4,1212.58,0.713877784123358
6/20/2001,5699.6,1223.14,0.716743119266055
6/21/2001,5641.4,1237.04,0.705865744335427
6/22/2001,5665.7,1225.35,0.707213578500707
6/25/2001,5661.9,1218.6,0.707714083510262
6/26/2001,5555.7,1216.76,0.706514059629787
6/27/2001,5607.9,1211.07,0.704721634954193
6/28/2001,5638.4,1226.2,0.710732054015636
6/29/2001,5642.5,1224.38,0.710378631810755
7/2/2001,5716.7,1236.72,0.705815923207228
7/3/2001,5639.9,1234.45,0.711338739507754
7/5/2001,5549.6,1219.24,0.714387769681383
7/6/2001,5479.2,1190.59,0.708918190840777
7/9/2001,5468.9,1198.78,0.710176834031674
7/10/2001,5467.9,1181.52,0.709320470988793
7/11/2001,5391.9,1180.18,0.708165144111607
7/12/2001,5481.6,1208.14,0.710984713828653
7/13/2001,5537,1215.68,0.714540907466953
7/16/2001,5517.1,1202.45,0.713724930411819
7/17/2001,5427.8,1214.44,0.712402935100093
7/18/2001,5404.6,1207.71,0.706214689265537
7/19/2001,5437.4,1215.02,0.704721634954193
7/20/2001,5387.1,1210.85,0.699790062981106
7/23/2001,5405.3,1191.03,0.704970038773352
7/24/2001,5320.2,1171.65,0.703086549954299
7/25/2001,5275.7,1190.49,0.700280112044818
7/26/2001,5286.1,1202.93,0.701016473887136
7/27/2001,5403.1,1205.82,0.701459034792368
7/30/2001,5446.7,1204.52,0.701262272089762
7/31/2001,5529.1,1211.23,0.701655907942745
8/1/2001,5546.9,1215.93,0.697836706210747
8/2/2001,5584.5,1220.75,0.699545295557887
8/3/2001,5547.6,1214.35,0.700869077656294
8/6/2001,5526.4,1200.48,0.705467372134039
8/7/2001,5536.8,1204.4,0.70576610911144
8/8/2001,5476.5,1183.53,0.707463742483198
8/9/2001,5402.9,1183.43,0.703333802222535
8/10/2001,5427.2,1190.16,0.700623554963918
8/13/2001,5431.1,1191.29,0.703383273545755
8/14/2001,5507.8,1186.73,0.700035001750088
8/15/2001,5461.6,1178.02,0.695458654982961
8/16/2001,5389.8,1181.66,0.692616705914947
8/17/2001,5342.1,1161.97,0.691323885240235
8/20/2001,5357.4,1171.41,0.692281066112842
8/21/2001,5430.3,1157.26,0.691180536356096
8/22/2001,5408.7,1165.31,0.687852524418765
8/23/2001,5396.5,1162.09,0.690703135792237
8/24/2001,5471.9,1184.93,0.692376930000692
8/28/2001,5434.7,1161.51,0.689607613268051
8/29/2001,5417.6,1148.56,0.688942473303479
8/30/2001,5332.7,1129.03,0.686012211017356
8/31/2001,5345,1133.58,0.689179875947622
9/4/2001,5379.6,1132.94,0.6923289947383
9/5/2001,5316,1131.74,0.687143544286402
9/6/2001,5204.3,1106.4,0.686766018817389
9/7/2001,5070.3,1085.78,0.683713934089977
9/10/2001,5033.7,1092.54,0.685635927322592
9/17/2001,4898.9,1038.77,0.682081713389264
9/18/2001,4848.7,1032.74,0.683293474547318
9/19/2001,4721.7,1016.1,0.679624847084409
9/20/2001,4556.9,984.54,0.68296680781314
9/21/2001,4433.7,965.8,0.687426960885406
9/24/2001,4613.9,1003.45,0.684181718664477
9/25/2001,4663.4,1012.27,0.680642526545059
9/26/2001,4696.1,1007.04,0.678195998643608
9/27/2001,4763.6,1018.61,0.678748387972579
9/28/2001,4903.4,1040.94,0.680688857123409
10/1/2001,4785.6,1038.55,0.676361176868448
10/2/2001,4832.3,1051.33,0.684088110548639
10/3/2001,4881.8,1072.28,0.677690431011114
10/4/2001,5016.2,1071.38,0.676864762420468
10/5/2001,5036,1062.44,0.675904021628929
10/9/2001,5009.8,1056.75,0.684697021567956
10/10/2001,5153.1,1080.99,0.690131124913734
10/11/2001,5164.9,1097.43,0.693721817551162
10/12/2001,5145.5,1091.65,0.688800110208018
10/15/2001,5067.3,1089.98,0.691085003455425
10/16/2001,5082.6,1097.54,0.690703135792237
10/17/2001,5203.4,1077.09,0.689417442261289
10/18/2001,5116,1068.61,0.692520775623269
10/19/2001,5017.7,1073.48,0.695797383801837
10/22/2001,5070.4,1089.9,0.701016473887136
10/23/2001,5193.3,1084.78,0.703531729280991
10/24/2001,5167.6,1085.2,0.701114772488256
10/25/2001,5086.6,1100.09,0.699007409478541
10/26/2001,5188.6,1104.61,0.696961248954558
10/29/2001,5085.9,1078.3,0.688468158347677
10/30/2001,5003.6,1059.79,0.687474219716761
10/31/2001,5039.7,1059.78,0.688041832943443
11/1/2001,5071.2,1084.1,0.683994528043776
11/2/2001,5129.5,1087.2,0.684228532329798
11/5/2001,5209.1,1102.84,0.686341798215511
11/6/2001,5214.1,1118.86,0.685353985333425
11/7/2001,5216.3,1115.8,0.68259385665529
11/8/2001,5278.1,1120.31,0.687757909215956
11/9/2001,5244.2,1118.33,0.686153423905585
11/13/2001,5277.1,1139.09,0.693240901213172
11/14/2001,5240.7,1141.21,0.693048721325109
11/15/2001,5238.2,1142.24,0.698812019566737
11/16/2001,5291,1138.65,0.700378204230284
11/19/2001,5338,1151.06,0.708867937903169
11/20/2001,5298.7,1142.66,0.705218617771509
11/21/2001,5313.8,1137.03,0.706514059629787
11/23/2001,5293.2,1150.34,0.709471443774388
11/26/2001,5302.5,1157.42,0.707964601769912
11/27/2001,5266,1149.5,0.707363655655372
11/28/2001,5205.2,1128.52,0.702493853178785
11/29/2001,5208.5,1140.2,0.702641933670602
11/30/2001,5203.6,1139.45,0.701508242721852
12/3/2001,5164.6,1129.9,0.703383273545755
12/4/2001,5212.1,1144.8,0.703432751828925
12/5/2001,5333.5,1170.35,0.706015249929399
12/6/2001,5369.8,1167.1,0.701754385964912
12/7/2001,5264.7,1158.31,0.69856793573175
12/10/2001,5185,1139.93,0.697252823873937
12/11/2001,5160.8,1136.76,0.696136442742778
12/12/2001,5120,1137.07,0.692520775623269
12/13/2001,5074.9,1119.38,0.6918500069185
12/14/2001,5061,1123.09,0.687426960885406
12/17/2001,5136.3,1134.36,0.685494927337538
12/18/2001,5151.1,1142.92,0.686577411603158
12/19/2001,5120.6,1149.56,0.68927488282327
12/20/2001,5080.2,1139.93,0.691371681415929
12/21/2001,5159.2,1144.89,0.695168578380257
12/24/2001,5177.4,1144.65,0.695168578380257
12/27/2001,5213.2,1157.13,0.687757909215956
12/28/2001,5242.4,1161.02,0.690846286701209
12/31/2001,5217.4,1148.08,0.687616035205941
1/2/2002,5218.3,1154.67,0.69199363365857
1/3/2002,5318.8,1165.27,0.694444444444444
1/4/2002,5323.8,1172.51,0.691802144586648
1/7/2002,5293.6,1164.89,0.695168578380257
1/8/2002,5250.4,1160.71,0.693192846249827
1/9/2002,5228.5,1155.14,0.695748973770264
1/10/2002,5190.7,1156.55,0.692856647959537
1/11/2002,5198.6,1145.6,0.692137320044297
1/14/2002,5113.5,1138.41,0.690512360171247
1/15/2002,5166,1146.19,0.692041522491349
1/16/2002,5127.6,1127.57,0.695652173913044
1/17/2002,5138.4,1138.88,0.696961248954558
1/18/2002,5126.8,1127.58,0.696136442742778
1/22/2002,5149.2,1119.31,0.699545295557887
1/23/2002,5180.6,1128.18,0.700623554963918
1/24/2002,5233.1,1132.15,0.702790076604118
1/25/2002,5193,1133.28,0.709421112372304
1/28/2002,5223.6,1133.06,0.710530055421344
1/29/2002,5131.4,1100.64,0.707613925842061
1/30/2002,5089.3,1113.57,0.706214689265537
1/31/2002,5164.8,1130.2,0.708215297450425
2/1/2002,5189.7,1122.2,0.706314451193671
2/4/2002,5167.3,1094.44,0.704374163555681
2/5/2002,5093.4,1090.02,0.705716302046577
2/6/2002,5073.8,1083.51,0.707313622860376
2/7/2002,5127,1080.17,0.708365800099171
2/8/2002,5128.1,1096.22,0.705417607223476
2/11/2002,5161.8,1111.94,0.702395167521247
2/12/2002,5135.7,1107.5,0.698226504678118
2/13/2002,5153.9,1118.51,0.699398517275143
2/14/2002,5208.7,1116.48,0.700035001750088
2/15/2002,5182.5,1104.18,0.69856793573175
2/19/2002,5092.5,1083.34,0.6992029086841
2/20/2002,5024.1,1097.98,0.700819959352442
2/21/2002,5073.3,1080.95,0.701606679295587
2/22/2002,5050.8,1089.84,0.699251800573387
2/25/2002,5100.7,1109.43,0.701114772488256
2/26/2002,5139,1109.38,0.70298769771529
2/27/2002,5178.4,1109.89,0.705965407695023
2/28/2002,5101,1106.73,0.707764172977564
3/1/2002,5169,1131.78,0.704721634954193
3/4/2002,5242,1153.84,0.702839471464718
3/5/2002,5214,1146.14,0.703630734590487
3/6/2002,5245.5,1162.77,0.702345835089198
3/7/2002,5282.1,1157.54,0.702000702000702
3/8/2002,5285.7,1164.31,0.702888873269136
3/11/2002,5258.9,1168.26,0.70323488045007
3/12/2002,5252.5,1165.58,0.706913615156228
3/13/2002,5272,1154.09,0.706364342727979
3/14/2002,5261.4,1153.04,0.704225352112676
3/15/2002,5292.7,1166.16,0.702345835089198
3/18/2002,5299.9,1165.55,0.701459034792368
3/19/2002,5316.1,1170.29,0.703581228452825
3/20/2002,5266.9,1151.85,0.701262272089762
3/21/2002,5253.3,1153.59,0.69993700566949
3/22/2002,5250.5,1148.7,0.701114772488256
3/25/2002,5203.6,1131.87,0.701508242721852
3/26/2002,5195.5,1138.49,0.700770847932726
3/27/2002,5214.7,1144.58,0.702345835089198
3/28/2002,5271.8,1147.39,0.702148574638394
4/2/2002,5251.4,1136.76,0.69647583228862
4/3/2002,5247.8,1125.4,0.696864111498258
4/4/2002,5209.5,1126.34,0.696912676841592
4/5/2002,5233.6,1122.73,0.696864111498258
4/8/2002,5178.6,1125.29,0.698812019566737
4/9/2002,5179.6,1117.8,0.69710700592541
4/10/2002,5229.1,1130.47,0.696136442742778
4/11/2002,5137.4,1103.69,0.695313586427479
4/12/2002,5161,1111.01,0.695845800570594
4/15/2002,5201.4,1102.55,0.695797383801837
4/16/2002,5259.9,1128.37,0.694637399277577
4/17/2002,5263.9,1126.07,0.692616705914947
4/18/2002,5229.4,1124.47,0.690655432004973
4/19/2002,5243.6,1125.17,0.690989496959646
4/22/2002,5221.5,1107.83,0.690226394257316
4/23/2002,5191,1100.96,0.690321689907497
4/24/2002,5218.2,1093.14,0.69060773480663
4/25/2002,5197.5,1091.48,0.687757909215956
4/26/2002,5159,1076.32,0.687521485046408
4/29/2002,5153.9,1065.45,0.68530701754386
4/30/2002,5165.6,1076.92,0.686577411603158
5/1/2002,5125.5,1086.46,0.683947746392176
5/2/2002,5174.1,1084.56,0.682826903379993
5/3/2002,5203.1,1073.43,0.681942171303874
5/7/2002,5119.9,1049.49,0.681431005110733
5/8/2002,5209.1,1088.85,0.688089176357256
5/9/2002,5197.6,1073.01,0.685635927322592
5/10/2002,5171.2,1054.99,0.68465014377653
5/13/2002,5204.8,1074.56,0.685494927337538
5/14/2002,5239.5,1097.28,0.690894016857814
5/15/2002,5259.1,1091.07,0.686907542244814
5/16/2002,5248.5,1098.23,0.686483146838745
5/17/2002,5218,1106.59,0.684837693466649
5/20/2002,5208.1,1091.88,0.685494927337538
5/21/2002,5197.2,1079.88,0.686436024162548
5/22/2002,5151.9,1086.02,0.68544794022894
5/23/2002,5175.3,1097.08,0.687521485046408
5/24/2002,5169.1,1083.82,0.686012211017356
5/28/2002,5074.2,1074.55,0.684088110548639
5/29/2002,5083,1067.66,0.684931506849315
5/30/2002,5040.8,1064.66,0.682360968952576
5/31/2002,5085.1,1067.14,0.683760683760684
6/5/2002,4989.1,1049.9,0.686153423905585
6/6/2002,4957.6,1029.15,0.685260056191325
6/7/2002,4920.4,1027.53,0.684743905779239
6/10/2002,4928.2,1030.74,0.684462696783025
6/11/2002,4934.8,1013.6,0.680920604657497
6/12/2002,4851.7,1020.26,0.680040802448147
6/13/2002,4771.9,1009.56,0.679855870555442
6/14/2002,4630.8,1007.27,0.678656260604004
6/17/2002,4756.8,1036.17,0.676498444053579
6/18/2002,4702,1037.14,0.67258541834813
6/19/2002,4652.4,1019.99,0.672359308814631
6/20/2002,4580.3,1006.29,0.667467627820051
6/21/2002,4605.3,989.14,0.667244945619537
6/24/2002,4541.9,992.72,0.664187035069075
6/25/2002,4631,976.14,0.666711114074272
6/26/2002,4531,973.53,0.657159755536571
6/27/2002,4540.6,990.64,0.654236179260713
6/28/2002,4656.4,989.82,0.655952771400459
7/1/2002,4685.8,968.65,0.653295877703012
7/2/2002,4546.8,948.09,0.65359477124183
7/3/2002,4392.6,953.99,0.654964631909877
7/5/2002,4615.6,989.03,0.657635144022097
7/8/2002,4601.3,976.98,0.651550690643732
7/9/2002,4542.9,952.83,0.646621403168445
7/10/2002,4420.1,920.47,0.645869663501905
7/11/2002,4230,927.37,0.643293663557414
7/12/2002,4224.1,921.39,0.645161290322581
7/15/2002,3994.5,917.93,0.638732754215636
7/16/2002,4021.9,900.94,0.63722678901421
7/17/2002,4190.6,906.04,0.637673766101263
7/18/2002,4297.3,881.56,0.637551801083838
7/19/2002,4098.3,847.75,0.63351282863478
7/22/2002,3895.5,819.85,0.632911392405063
7/23/2002,3858,797.7,0.638691958868238
7/24/2002,3777.1,843.43,0.635122261035249
7/25/2002,3965.9,838.68,0.634759426177479
7/26/2002,4016.6,852.84,0.639590661976335
7/29/2002,4202.7,898.96,0.642260757867694
7/30/2002,4180.9,902.78,0.635930047694754
7/31/2002,4246.2,911.62,0.64
8/1/2002,4044.5,884.66,0.641930928232122
8/2/2002,4075.5,864.24,0.636577757973136
8/5/2002,3996.4,834.6,0.638365783593999
8/6/2002,4131,859.57,0.650110518788194
8/7/2002,4094.4,876.77,0.651296079197603
8/8/2002,4240.5,905.46,0.654535934022778
8/9/2002,4322.4,908.64,0.656383327863472
8/12/2002,4221.6,903.8,0.652869360840896
8/13/2002,4271.7,884.21,0.653167864141084
8/14/2002,4171.1,919.62,0.647584509778526
